policy_id,counts,proxy_gain,q_infinity_movement,q_infinity_critical_epsilon,q_infinity_margin_sign,q_2_movement_squared,q_2_critical_epsilon_squared,q_2_margin_sign,q_1_movement,q_1_critical_epsilon,q_1_margin_sign
0,0;0;0;0;15,2,8/5,5/4,positive,4,1,positive,4,1/2,positive
1,0;0;0;1;14,29/15,22/15,29/22,positive,152/45,841/760,positive,11/3,29/55,positive
2,0;0;0;2;13,28/15,4/3,7/5,positive,128/45,49/40,positive,10/3,14/25,positive
3,0;0;0;3;12,9/5,6/5,3/2,positive,12/5,27/20,positive,3,3/5,positive
4,0;0;0;4;11,26/15,6/5,13/9,positive,92/45,169/115,positive,8/3,13/20,positive
5,0;0;0;5;10,5/3,6/5,25/18,positive,16/9,25/16,positive,7/3,5/7,positive
6,0;0;0;6;9,8/5,6/5,4/3,positive,8/5,8/5,positive,2,4/5,positive
7,0;0;0;7;8,23/15,6/5,23/18,positive,68/45,529/340,positive,5/3,23/25,positive
8,0;0;0;8;7,22/15,6/5,11/9,positive,68/45,121/85,positive,5/3,22/25,positive
9,0;0;0;9;6,7/5,6/5,7/6,positive,8/5,49/40,positive,2,7/10,positive
10,0;0;0;10;5,4/3,6/5,10/9,positive,16/9,1,positive,7/3,4/7,positive
11,0;0;0;11;4,19/15,6/5,19/18,positive,92/45,361/460,positive,8/3,19/40,positive
12,0;0;0;12;3,6/5,6/5,1,positive,12/5,3/5,positive,3,2/5,positive
13,0;0;0;13;2,17/15,4/3,17/20,positive,128/45,289/640,positive,10/3,17/50,positive
14,0;0;0;14;1,16/15,22/15,8/11,positive,152/45,32/95,positive,11/3,16/55,positive
15,0;0;0;15;0,1,8/5,5/8,positive,4,1/4,positive,4,1/4,zero
16,0;0;1;0;14,28/15,22/15,14/11,positive,152/45,98/95,positive,11/3,28/55,positive
17,0;0;1;1;13,9/5,4/3,27/20,positive,14/5,81/70,positive,10/3,27/50,positive
18,0;0;1;2;12,26/15,6/5,13/9,positive,104/45,13/10,positive,3,26/45,positive
19,0;0;1;3;11,5/3,16/15,25/16,positive,86/45,125/86,positive,8/3,5/8,positive
20,0;0;1;4;10,8/5,16/15,3/2,positive,8/5,8/5,positive,7/3,24/35,positive
21,0;0;1;5;9,23/15,16/15,23/16,positive,62/45,529/310,positive,2,23/30,positive
22,0;0;1;6;8,22/15,16/15,11/8,positive,56/45,121/70,positive,5/3,22/25,positive
23,0;0;1;7;7,7/5,16/15,21/16,positive,6/5,49/30,positive,4/3,21/20,positive
24,0;0;1;8;6,4/3,16/15,5/4,positive,56/45,10/7,positive,5/3,4/5,positive
25,0;0;1;9;5,19/15,16/15,19/16,positive,62/45,361/310,positive,2,19/30,positive
26,0;0;1;10;4,6/5,16/15,9/8,positive,8/5,9/10,positive,7/3,18/35,positive
27,0;0;1;11;3,17/15,16/15,17/16,positive,86/45,289/430,positive,8/3,17/40,positive
28,0;0;1;12;2,16/15,6/5,8/9,positive,104/45,32/65,positive,3,16/45,positive
29,0;0;1;13;1,1,4/3,3/4,positive,14/5,5/14,positive,10/3,3/10,positive
30,0;0;1;14;0,14/15,22/15,7/11,positive,152/45,49/190,positive,11/3,14/55,positive
31,0;0;2;0;13,26/15,4/3,13/10,positive,128/45,169/160,positive,10/3,13/25,positive
32,0;0;2;1;12,5/3,6/5,25/18,positive,104/45,125/104,positive,3,5/9,positive
33,0;0;2;2;11,8/5,16/15,3/2,positive,28/15,48/35,positive,8/3,3/5,positive
34,0;0;2;3;10,23/15,14/15,23/14,positive,68/45,529/340,positive,7/3,23/35,positive
35,0;0;2;4;9,22/15,14/15,11/7,positive,56/45,121/70,positive,2,11/15,positive
36,0;0;2;5;8,7/5,14/15,3/2,positive,16/15,147/80,positive,5/3,21/25,positive
37,0;0;2;6;7,4/3,14/15,10/7,positive,44/45,20/11,positive,4/3,1,positive
38,0;0;2;7;6,19/15,14/15,19/14,positive,44/45,361/220,positive,4/3,19/20,positive
39,0;0;2;8;5,6/5,14/15,9/7,positive,16/15,27/20,positive,5/3,18/25,positive
40,0;0;2;9;4,17/15,14/15,17/14,positive,56/45,289/280,positive,2,17/30,positive
41,0;0;2;10;3,16/15,14/15,8/7,positive,68/45,64/85,positive,7/3,16/35,positive
42,0;0;2;11;2,1,16/15,15/16,positive,28/15,15/28,positive,8/3,3/8,positive
43,0;0;2;12;1,14/15,6/5,7/9,positive,104/45,49/130,positive,3,14/45,positive
44,0;0;2;13;0,13/15,4/3,13/20,positive,128/45,169/640,positive,10/3,13/50,positive
45,0;0;3;0;12,8/5,6/5,4/3,positive,12/5,16/15,positive,3,8/15,positive
46,0;0;3;1;11,23/15,16/15,23/16,positive,86/45,529/430,positive,8/3,23/40,positive
47,0;0;3;2;10,22/15,14/15,11/7,positive,68/45,121/85,positive,7/3,22/35,positive
48,0;0;3;3;9,7/5,4/5,7/4,positive,6/5,49/30,positive,2,7/10,positive
49,0;0;3;4;8,4/3,4/5,5/3,positive,44/45,20/11,positive,5/3,4/5,positive
50,0;0;3;5;7,19/15,4/5,19/12,positive,38/45,19/10,positive,4/3,19/20,positive
51,0;0;3;6;6,6/5,4/5,3/2,positive,4/5,9/5,positive,1,6/5,positive
52,0;0;3;7;5,17/15,4/5,17/12,positive,38/45,289/190,positive,4/3,17/20,positive
53,0;0;3;8;4,16/15,4/5,4/3,positive,44/45,64/55,positive,5/3,16/25,positive
54,0;0;3;9;3,1,4/5,5/4,positive,6/5,5/6,positive,2,1/2,positive
55,0;0;3;10;2,14/15,14/15,1,positive,68/45,49/85,positive,7/3,2/5,positive
56,0;0;3;11;1,13/15,16/15,13/16,positive,86/45,169/430,positive,8/3,13/40,positive
57,0;0;3;12;0,4/5,6/5,2/3,positive,12/5,4/15,positive,3,4/15,positive
58,0;0;4;0;11,22/15,6/5,11/9,positive,92/45,121/115,positive,8/3,11/20,positive
59,0;0;4;1;10,7/5,16/15,21/16,positive,8/5,49/40,positive,7/3,3/5,positive
60,0;0;4;2;9,4/3,14/15,10/7,positive,56/45,10/7,positive,2,2/3,positive
61,0;0;4;3;8,19/15,4/5,19/12,positive,44/45,361/220,positive,5/3,19/25,positive
62,0;0;4;4;7,6/5,4/5,3/2,positive,4/5,9/5,positive,4/3,9/10,positive
63,0;0;4;5;6,17/15,4/5,17/12,positive,32/45,289/160,positive,1,17/15,positive
64,0;0;4;6;5,16/15,4/5,4/3,positive,32/45,8/5,positive,1,16/15,positive
65,0;0;4;7;4,1,4/5,5/4,positive,4/5,5/4,positive,4/3,3/4,positive
66,0;0;4;8;3,14/15,4/5,7/6,positive,44/45,49/55,positive,5/3,14/25,positive
67,0;0;4;9;2,13/15,14/15,13/14,positive,56/45,169/280,positive,2,13/30,positive
68,0;0;4;10;1,4/5,16/15,3/4,positive,8/5,2/5,positive,7/3,12/35,positive
69,0;0;4;11;0,11/15,6/5,11/18,positive,92/45,121/460,positive,8/3,11/40,positive
70,0;0;5;0;10,4/3,6/5,10/9,positive,16/9,1,positive,7/3,4/7,positive
71,0;0;5;1;9,19/15,16/15,19/16,positive,62/45,361/310,positive,2,19/30,positive
72,0;0;5;2;8,6/5,14/15,9/7,positive,16/15,27/20,positive,5/3,18/25,positive
73,0;0;5;3;7,17/15,4/5,17/12,positive,38/45,289/190,positive,4/3,17/20,positive
74,0;0;5;4;6,16/15,4/5,4/3,positive,32/45,8/5,positive,1,16/15,positive
75,0;0;5;5;5,1,4/5,5/4,positive,2/3,3/2,positive,1,1,positive
76,0;0;5;6;4,14/15,4/5,7/6,positive,32/45,49/40,positive,1,14/15,positive
77,0;0;5;7;3,13/15,4/5,13/12,positive,38/45,169/190,positive,4/3,13/20,positive
78,0;0;5;8;2,4/5,14/15,6/7,positive,16/15,3/5,positive,5/3,12/25,positive
79,0;0;5;9;1,11/15,16/15,11/16,positive,62/45,121/310,positive,2,11/30,positive
80,0;0;5;10;0,2/3,6/5,5/9,positive,16/9,1/4,positive,7/3,2/7,positive
81,0;0;6;0;9,6/5,6/5,1,positive,8/5,9/10,positive,2,3/5,positive
82,0;0;6;1;8,17/15,16/15,17/16,positive,56/45,289/280,positive,5/3,17/25,positive
83,0;0;6;2;7,16/15,14/15,8/7,positive,44/45,64/55,positive,4/3,4/5,positive
84,0;0;6;3;6,1,4/5,5/4,positive,4/5,5/4,positive,1,1,positive
85,0;0;6;4;5,14/15,4/5,7/6,positive,32/45,49/40,positive,1,14/15,positive
86,0;0;6;5;4,13/15,4/5,13/12,positive,32/45,169/160,positive,1,13/15,positive
87,0;0;6;6;3,4/5,4/5,1,positive,4/5,4/5,positive,1,4/5,positive
88,0;0;6;7;2,11/15,14/15,11/14,positive,44/45,11/20,positive,4/3,11/20,positive
89,0;0;6;8;1,2/3,16/15,5/8,positive,56/45,5/14,positive,5/3,2/5,positive
90,0;0;6;9;0,3/5,6/5,1/2,positive,8/5,9/40,positive,2,3/10,positive
91,0;0;7;0;8,16/15,6/5,8/9,positive,68/45,64/85,positive,5/3,16/25,positive
92,0;0;7;1;7,1,16/15,15/16,positive,6/5,5/6,positive,4/3,3/4,positive
93,0;0;7;2;6,14/15,14/15,1,positive,44/45,49/55,positive,4/3,7/10,positive
94,0;0;7;3;5,13/15,4/5,13/12,positive,38/45,169/190,positive,4/3,13/20,positive
95,0;0;7;4;4,4/5,4/5,1,positive,4/5,4/5,positive,4/3,3/5,positive
96,0;0;7;5;3,11/15,4/5,11/12,positive,38/45,121/190,positive,4/3,11/20,positive
97,0;0;7;6;2,2/3,14/15,5/7,positive,44/45,5/11,positive,4/3,1/2,positive
98,0;0;7;7;1,3/5,16/15,9/16,positive,6/5,3/10,positive,4/3,9/20,positive
99,0;0;7;8;0,8/15,6/5,4/9,positive,68/45,16/85,positive,5/3,8/25,positive
100,0;0;8;0;7,14/15,6/5,7/9,positive,68/45,49/85,positive,5/3,14/25,positive
101,0;0;8;1;6,13/15,16/15,13/16,positive,56/45,169/280,positive,5/3,13/25,positive
102,0;0;8;2;5,4/5,14/15,6/7,positive,16/15,3/5,positive,5/3,12/25,positive
103,0;0;8;3;4,11/15,4/5,11/12,positive,44/45,11/20,positive,5/3,11/25,positive
104,0;0;8;4;3,2/3,4/5,5/6,positive,44/45,5/11,positive,5/3,2/5,positive
105,0;0;8;5;2,3/5,14/15,9/14,positive,16/15,27/80,positive,5/3,9/25,positive
106,0;0;8;6;1,8/15,16/15,1/2,positive,56/45,8/35,positive,5/3,8/25,positive
107,0;0;8;7;0,7/15,6/5,7/18,positive,68/45,49/340,positive,5/3,7/25,positive
108,0;0;9;0;6,4/5,6/5,2/3,positive,8/5,2/5,positive,2,2/5,positive
109,0;0;9;1;5,11/15,16/15,11/16,positive,62/45,121/310,positive,2,11/30,positive
110,0;0;9;2;4,2/3,14/15,5/7,positive,56/45,5/14,positive,2,1/3,positive
111,0;0;9;3;3,3/5,4/5,3/4,positive,6/5,3/10,positive,2,3/10,positive
112,0;0;9;4;2,8/15,14/15,4/7,positive,56/45,8/35,positive,2,4/15,positive
113,0;0;9;5;1,7/15,16/15,7/16,positive,62/45,49/310,positive,2,7/30,negative
114,0;0;9;6;0,2/5,6/5,1/3,positive,8/5,1/10,positive,2,1/5,negative
115,0;0;10;0;5,2/3,6/5,5/9,positive,16/9,1/4,positive,7/3,2/7,positive
116,0;0;10;1;4,3/5,16/15,9/16,positive,8/5,9/40,positive,7/3,9/35,positive
117,0;0;10;2;3,8/15,14/15,4/7,positive,68/45,16/85,positive,7/3,8/35,negative
118,0;0;10;3;2,7/15,14/15,1/2,positive,68/45,49/340,positive,7/3,1/5,negative
119,0;0;10;4;1,2/5,16/15,3/8,positive,8/5,1/10,positive,7/3,6/35,negative
120,0;0;10;5;0,1/3,6/5,5/18,positive,16/9,1/16,zero,7/3,1/7,negative
121,0;0;11;0;4,8/15,6/5,4/9,positive,92/45,16/115,positive,8/3,1/5,negative
122,0;0;11;1;3,7/15,16/15,7/16,positive,86/45,49/430,positive,8/3,7/40,negative
123,0;0;11;2;2,2/5,16/15,3/8,positive,28/15,3/35,positive,8/3,3/20,negative
124,0;0;11;3;1,1/3,16/15,5/16,positive,86/45,5/86,negative,8/3,1/8,negative
125,0;0;11;4;0,4/15,6/5,2/9,negative,92/45,4/115,negative,8/3,1/10,negative
126,0;0;12;0;3,2/5,6/5,1/3,positive,12/5,1/15,positive,3,2/15,negative
127,0;0;12;1;2,1/3,6/5,5/18,positive,104/45,5/104,negative,3,1/9,negative
128,0;0;12;2;1,4/15,6/5,2/9,negative,104/45,2/65,negative,3,4/45,negative
129,0;0;12;3;0,1/5,6/5,1/6,negative,12/5,1/60,negative,3,1/15,negative
130,0;0;13;0;2,4/15,4/3,1/5,negative,128/45,1/40,negative,10/3,2/25,negative
131,0;0;13;1;1,1/5,4/3,3/20,negative,14/5,1/70,negative,10/3,3/50,negative
132,0;0;13;2;0,2/15,4/3,1/10,negative,128/45,1/160,negative,10/3,1/25,negative
133,0;0;14;0;1,2/15,22/15,1/11,negative,152/45,1/190,negative,11/3,2/55,negative
134,0;0;14;1;0,1/15,22/15,1/22,negative,152/45,1/760,negative,11/3,1/55,negative
136,0;1;0;0;14,9/5,22/15,27/22,positive,152/45,729/760,positive,11/3,27/55,positive
137,0;1;0;1;13,26/15,4/3,13/10,positive,14/5,338/315,positive,10/3,13/25,positive
138,0;1;0;2;12,5/3,6/5,25/18,positive,104/45,125/104,positive,3,5/9,positive
139,0;1;0;3;11,8/5,16/15,3/2,positive,86/45,288/215,positive,8/3,3/5,positive
140,0;1;0;4;10,23/15,16/15,23/16,positive,8/5,529/360,positive,7/3,23/35,positive
141,0;1;0;5;9,22/15,16/15,11/8,positive,62/45,242/155,positive,2,11/15,positive
142,0;1;0;6;8,7/5,16/15,21/16,positive,56/45,63/40,positive,5/3,21/25,positive
143,0;1;0;7;7,4/3,16/15,5/4,positive,6/5,40/27,positive,4/3,1,positive
144,0;1;0;8;6,19/15,16/15,19/16,positive,56/45,361/280,positive,5/3,19/25,positive
145,0;1;0;9;5,6/5,16/15,9/8,positive,62/45,162/155,positive,2,3/5,positive
146,0;1;0;10;4,17/15,16/15,17/16,positive,8/5,289/360,positive,7/3,17/35,positive
147,0;1;0;11;3,16/15,16/15,1,positive,86/45,128/215,positive,8/3,2/5,positive
148,0;1;0;12;2,1,6/5,5/6,positive,104/45,45/104,positive,3,1/3,positive
149,0;1;0;13;1,14/15,4/3,7/10,positive,14/5,14/45,positive,10/3,7/25,positive
150,0;1;0;14;0,13/15,22/15,13/22,positive,152/45,169/760,positive,11/3,13/55,negative
151,0;1;1;0;13,5/3,4/3,5/4,positive,14/5,125/126,positive,10/3,1/2,positive
152,0;1;1;1;12,8/5,6/5,4/3,positive,34/15,96/85,positive,3,8/15,positive
153,0;1;1;2;11,23/15,16/15,23/16,positive,82/45,529/410,positive,8/3,23/40,positive
154,0;1;1;3;10,22/15,14/15,11/7,positive,22/15,22/15,positive,7/3,22/35,positive
155,0;1;1;4;9,7/5,14/15,3/2,positive,6/5,49/30,positive,2,7/10,positive
156,0;1;1;5;8,4/3,14/15,10/7,positive,46/45,40/23,positive,5/3,4/5,positive
157,0;1;1;6;7,19/15,14/15,19/14,positive,14/15,361/210,positive,4/3,19/20,positive
158,0;1;1;7;6,6/5,14/15,9/7,positive,14/15,54/35,positive,4/3,9/10,positive
159,0;1;1;8;5,17/15,14/15,17/14,positive,46/45,289/230,positive,5/3,17/25,positive
160,0;1;1;9;4,16/15,14/15,8/7,positive,6/5,128/135,positive,2,8/15,positive
161,0;1;1;10;3,1,14/15,15/14,positive,22/15,15/22,positive,7/3,3/7,positive
162,0;1;1;11;2,14/15,16/15,7/8,positive,82/45,98/205,positive,8/3,7/20,positive
163,0;1;1;12;1,13/15,6/5,13/18,positive,34/15,169/510,positive,3,13/45,positive
164,0;1;1;13;0,4/5,4/3,3/5,positive,14/5,8/35,positive,10/3,6/25,negative
165,0;1;2;0;12,23/15,6/5,23/18,positive,104/45,529/520,positive,3,23/45,positive
166,0;1;2;1;11,22/15,16/15,11/8,positive,82/45,242/205,positive,8/3,11/20,positive
167,0;1;2;2;10,7/5,14/15,3/2,positive,64/45,441/320,positive,7/3,3/5,positive
168,0;1;2;3;9,4/3,4/5,5/3,positive,10/9,8/5,positive,2,2/3,positive
169,0;1;2;4;8,19/15,4/5,19/12,positive,8/9,361/200,positive,5/3,19/25,positive
170,0;1;2;5;7,6/5,4/5,3/2,positive,34/45,162/85,positive,4/3,9/10,positive
171,0;1;2;6;6,17/15,4/5,17/12,positive,32/45,289/160,positive,1,17/15,positive
172,0;1;2;7;5,16/15,4/5,4/3,positive,34/45,128/85,positive,4/3,4/5,positive
173,0;1;2;8;4,1,4/5,5/4,positive,8/9,9/8,positive,5/3,3/5,positive
174,0;1;2;9;3,14/15,4/5,7/6,positive,10/9,98/125,positive,2,7/15,positive
175,0;1;2;10;2,13/15,14/15,13/14,positive,64/45,169/320,positive,7/3,13/35,positive
176,0;1;2;11;1,4/5,16/15,3/4,positive,82/45,72/205,positive,8/3,3/10,positive
177,0;1;2;12;0,11/15,6/5,11/18,positive,104/45,121/520,positive,3,11/45,negative
178,0;1;3;0;11,7/5,16/15,21/16,positive,86/45,441/430,positive,8/3,21/40,positive
179,0;1;3;1;10,4/3,14/15,10/7,positive,22/15,40/33,positive,7/3,4/7,positive
180,0;1;3;2;9,19/15,4/5,19/12,positive,10/9,361/250,positive,2,19/30,positive
181,0;1;3;3;8,6/5,2/3,9/5,positive,38/45,162/95,positive,5/3,18/25,positive
182,0;1;3;4;7,17/15,2/3,17/10,positive,2/3,289/150,positive,4/3,17/20,positive
183,0;1;3;5;6,16/15,2/3,8/5,positive,26/45,128/65,positive,1,16/15,positive
184,0;1;3;6;5,1,2/3,3/2,positive,26/45,45/26,positive,1,1,positive
185,0;1;3;7;4,14/15,2/3,7/5,positive,2/3,98/75,positive,4/3,7/10,positive
186,0;1;3;8;3,13/15,2/3,13/10,positive,38/45,169/190,positive,5/3,13/25,positive
187,0;1;3;9;2,4/5,4/5,1,positive,10/9,72/125,positive,2,2/5,positive
188,0;1;3;10;1,11/15,14/15,11/14,positive,22/15,11/30,positive,7/3,11/35,positive
189,0;1;3;11;0,2/3,16/15,5/8,positive,86/45,10/43,positive,8/3,1/4,zero
190,0;1;4;0;10,19/15,16/15,19/16,positive,8/5,361/360,positive,7/3,19/35,positive
191,0;1;4;1;9,6/5,14/15,9/7,positive,6/5,6/5,positive,2,3/5,positive
192,0;1;4;2;8,17/15,4/5,17/12,positive,8/9,289/200,positive,5/3,17/25,positive
193,0;1;4;3;7,16/15,2/3,8/5,positive,2/3,128/75,positive,4/3,4/5,positive
194,0;1;4;4;6,1,2/3,3/2,positive,8/15,15/8,positive,1,1,positive
195,0;1;4;5;5,14/15,2/3,7/5,positive,22/45,98/55,positive,1,14/15,positive
196,0;1;4;6;4,13/15,2/3,13/10,positive,8/15,169/120,positive,1,13/15,positive
197,0;1;4;7;3,4/5,2/3,6/5,positive,2/3,24/25,positive,4/3,3/5,positive
198,0;1;4;8;2,11/15,4/5,11/12,positive,8/9,121/200,positive,5/3,11/25,positive
199,0;1;4;9;1,2/3,14/15,5/7,positive,6/5,10/27,positive,2,1/3,positive
200,0;1;4;10;0,3/5,16/15,9/16,positive,8/5,9/40,positive,7/3,9/35,positive
201,0;1;5;0;9,17/15,16/15,17/16,positive,62/45,289/310,positive,2,17/30,positive
202,0;1;5;1;8,16/15,14/15,8/7,positive,46/45,128/115,positive,5/3,16/25,positive
203,0;1;5;2;7,1,4/5,5/4,positive,34/45,45/34,positive,4/3,3/4,positive
204,0;1;5;3;6,14/15,2/3,7/5,positive,26/45,98/65,positive,1,14/15,positive
205,0;1;5;4;5,13/15,2/3,13/10,positive,22/45,169/110,positive,1,13/15,positive
206,0;1;5;5;4,4/5,2/3,6/5,positive,22/45,72/55,positive,1,4/5,positive
207,0;1;5;6;3,11/15,2/3,11/10,positive,26/45,121/130,positive,1,11/15,positive
208,0;1;5;7;2,2/3,4/5,5/6,positive,34/45,10/17,positive,4/3,1/2,positive
209,0;1;5;8;1,3/5,14/15,9/14,positive,46/45,81/230,positive,5/3,9/25,positive
210,0;1;5;9;0,8/15,16/15,1/2,positive,62/45,32/155,positive,2,4/15,positive
211,0;1;6;0;8,1,16/15,15/16,positive,56/45,45/56,positive,5/3,3/5,positive
212,0;1;6;1;7,14/15,14/15,1,positive,14/15,14/15,positive,4/3,7/10,positive
213,0;1;6;2;6,13/15,4/5,13/12,positive,32/45,169/160,positive,1,13/15,positive
214,0;1;6;3;5,4/5,2/3,6/5,positive,26/45,72/65,positive,1,4/5,positive
215,0;1;6;4;4,11/15,2/3,11/10,positive,8/15,121/120,positive,1,11/15,positive
216,0;1;6;5;3,2/3,2/3,1,positive,26/45,10/13,positive,1,2/3,positive
217,0;1;6;6;2,3/5,4/5,3/4,positive,32/45,81/160,positive,1,3/5,positive
218,0;1;6;7;1,8/15,14/15,4/7,positive,14/15,32/105,positive,4/3,2/5,positive
219,0;1;6;8;0,7/15,16/15,7/16,positive,56/45,7/40,positive,5/3,7/25,positive
220,0;1;7;0;7,13/15,16/15,13/16,positive,6/5,169/270,positive,4/3,13/20,positive
221,0;1;7;1;6,4/5,14/15,6/7,positive,14/15,24/35,positive,4/3,3/5,positive
222,0;1;7;2;5,11/15,4/5,11/12,positive,34/45,121/170,positive,4/3,11/20,positive
223,0;1;7;3;4,2/3,2/3,1,positive,2/3,2/3,positive,4/3,1/2,positive
224,0;1;7;4;3,3/5,2/3,9/10,positive,2/3,27/50,positive,4/3,9/20,positive
225,0;1;7;5;2,8/15,4/5,2/3,positive,34/45,32/85,positive,4/3,2/5,positive
226,0;1;7;6;1,7/15,14/15,1/2,positive,14/15,7/30,positive,4/3,7/20,positive
227,0;1;7;7;0,2/5,16/15,3/8,positive,6/5,2/15,positive,4/3,3/10,positive
228,0;1;8;0;6,11/15,16/15,11/16,positive,56/45,121/280,positive,5/3,11/25,positive
229,0;1;8;1;5,2/3,14/15,5/7,positive,46/45,10/23,positive,5/3,2/5,positive
230,0;1;8;2;4,3/5,4/5,3/4,positive,8/9,81/200,positive,5/3,9/25,positive
231,0;1;8;3;3,8/15,2/3,4/5,positive,38/45,32/95,positive,5/3,8/25,positive
232,0;1;8;4;2,7/15,4/5,7/12,positive,8/9,49/200,positive,5/3,7/25,positive
233,0;1;8;5;1,2/5,14/15,3/7,positive,46/45,18/115,positive,5/3,6/25,negative
234,0;1;8;6;0,1/3,16/15,5/16,positive,56/45,5/56,positive,5/3,1/5,negative
235,0;1;9;0;5,3/5,16/15,9/16,positive,62/45,81/310,positive,2,3/10,positive
236,0;1;9;1;4,8/15,14/15,4/7,positive,6/5,32/135,positive,2,4/15,positive
237,0;1;9;2;3,7/15,4/5,7/12,positive,10/9,49/250,positive,2,7/30,negative
238,0;1;9;3;2,2/5,4/5,1/2,positive,10/9,18/125,positive,2,1/5,negative
239,0;1;9;4;1,1/3,14/15,5/14,positive,6/5,5/54,positive,2,1/6,negative
240,0;1;9;5;0,4/15,16/15,1/4,zero,62/45,8/155,negative,2,2/15,negative
241,0;1;10;0;4,7/15,16/15,7/16,positive,8/5,49/360,positive,7/3,1/5,negative
242,0;1;10;1;3,2/5,14/15,3/7,positive,22/15,6/55,positive,7/3,6/35,negative
243,0;1;10;2;2,1/3,14/15,5/14,positive,64/45,5/64,positive,7/3,1/7,negative
244,0;1;10;3;1,4/15,14/15,2/7,positive,22/15,8/165,negative,7/3,4/35,negative
245,0;1;10;4;0,1/5,16/15,3/16,negative,8/5,1/40,negative,7/3,3/35,negative
246,0;1;11;0;3,1/3,16/15,5/16,positive,86/45,5/86,negative,8/3,1/8,negative
247,0;1;11;1;2,4/15,16/15,1/4,zero,82/45,8/205,negative,8/3,1/10,negative
248,0;1;11;2;1,1/5,16/15,3/16,negative,82/45,9/410,negative,8/3,3/40,negative
249,0;1;11;3;0,2/15,16/15,1/8,negative,86/45,2/215,negative,8/3,1/20,negative
250,0;1;12;0;2,1/5,6/5,1/6,negative,104/45,9/520,negative,3,1/15,negative
251,0;1;12;1;1,2/15,6/5,1/9,negative,34/15,2/255,negative,3,2/45,negative
252,0;1;12;2;0,1/15,6/5,1/18,negative,104/45,1/520,negative,3,1/45,negative
253,0;1;13;0;1,1/15,4/3,1/20,negative,14/5,1/630,negative,10/3,1/50,negative
256,0;2;0;0;13,8/5,4/3,6/5,positive,128/45,9/10,positive,10/3,12/25,positive
257,0;2;0;1;12,23/15,6/5,23/18,positive,104/45,529/520,positive,3,23/45,positive
258,0;2;0;2;11,22/15,16/15,11/8,positive,28/15,121/105,positive,8/3,11/20,positive
259,0;2;0;3;10,7/5,14/15,3/2,positive,68/45,441/340,positive,7/3,3/5,positive
260,0;2;0;4;9,4/3,14/15,10/7,positive,56/45,10/7,positive,2,2/3,positive
261,0;2;0;5;8,19/15,14/15,19/14,positive,16/15,361/240,positive,5/3,19/25,positive
262,0;2;0;6;7,6/5,14/15,9/7,positive,44/45,81/55,positive,4/3,9/10,positive
263,0;2;0;7;6,17/15,14/15,17/14,positive,44/45,289/220,positive,4/3,17/20,positive
264,0;2;0;8;5,16/15,14/15,8/7,positive,16/15,16/15,positive,5/3,16/25,positive
265,0;2;0;9;4,1,14/15,15/14,positive,56/45,45/56,positive,2,1/2,positive
266,0;2;0;10;3,14/15,14/15,1,positive,68/45,49/85,positive,7/3,2/5,positive
267,0;2;0;11;2,13/15,16/15,13/16,positive,28/15,169/420,positive,8/3,13/40,positive
268,0;2;0;12;1,4/5,6/5,2/3,positive,104/45,18/65,positive,3,4/15,positive
269,0;2;0;13;0,11/15,4/3,11/20,positive,128/45,121/640,positive,10/3,11/50,negative
270,0;2;1;0;12,22/15,6/5,11/9,positive,104/45,121/130,positive,3,22/45,positive
271,0;2;1;1;11,7/5,16/15,21/16,positive,82/45,441/410,positive,8/3,21/40,positive
272,0;2;1;2;10,4/3,14/15,10/7,positive,64/45,5/4,positive,7/3,4/7,positive
273,0;2;1;3;9,19/15,4/5,19/12,positive,10/9,361/250,positive,2,19/30,positive
274,0;2;1;4;8,6/5,4/5,3/2,positive,8/9,81/50,positive,5/3,18/25,positive
275,0;2;1;5;7,17/15,4/5,17/12,positive,34/45,17/10,positive,4/3,17/20,positive
276,0;2;1;6;6,16/15,4/5,4/3,positive,32/45,8/5,positive,1,16/15,positive
277,0;2;1;7;5,1,4/5,5/4,positive,34/45,45/34,positive,4/3,3/4,positive
278,0;2;1;8;4,14/15,4/5,7/6,positive,8/9,49/50,positive,5/3,14/25,positive
279,0;2;1;9;3,13/15,4/5,13/12,positive,10/9,169/250,positive,2,13/30,positive
280,0;2;1;10;2,4/5,14/15,6/7,positive,64/45,9/20,positive,7/3,12/35,positive
281,0;2;1;11;1,11/15,16/15,11/16,positive,82/45,121/410,positive,8/3,11/40,positive
282,0;2;1;12;0,2/3,6/5,5/9,positive,104/45,5/26,positive,3,2/9,negative
283,0;2;2;0;11,4/3,16/15,5/4,positive,28/15,20/21,positive,8/3,1/2,positive
284,0;2;2;1;10,19/15,14/15,19/14,positive,64/45,361/320,positive,7/3,19/35,positive
285,0;2;2;2;9,6/5,4/5,3/2,positive,16/15,27/20,positive,2,3/5,positive
286,0;2;2;3;8,17/15,2/3,17/10,positive,4/5,289/180,positive,5/3,17/25,positive
287,0;2;2;4;7,16/15,2/3,8/5,positive,28/45,64/35,positive,4/3,4/5,positive
288,0;2;2;5;6,1,2/3,3/2,positive,8/15,15/8,positive,1,1,positive
289,0;2;2;6;5,14/15,2/3,7/5,positive,8/15,49/30,positive,1,14/15,positive
290,0;2;2;7;4,13/15,2/3,13/10,positive,28/45,169/140,positive,4/3,13/20,positive
291,0;2;2;8;3,4/5,2/3,6/5,positive,4/5,4/5,positive,5/3,12/25,positive
